borough,category_name,grad_percent,advanced_regents_grads_percent,dropout_count,dropout_percent,cohort_year,year,cohort_name,grade,academic_year_id,attendance_percent,chronically_absent_count,regents_exam,total_tested,mean_score,number_scoring_below_60,percent_scoring_below_60,number_scoring_above_80,percent_scoring_above_80
Bronx,SWD,51.0,8.6,409,12.4,2017,2021,4 year June,10,2021-22,76.3,2230,Common Core Algebra,22,46.9,21,95.5,0,0.0
Bronx,SWD,48.7,5.2,415,13.5,2016,2020,4 year June,10,2020-21,78.5,1911,Common Core Algebra,29,49.1,28,96.6,0,0.0
Bronx,SWD,41.8,2.1,648,19.4,2015,2019,4 year June,10,2019-20,81.0,1748,Common Core Algebra,65,51.0,54,83.1,0,0.0
Bronx,SWD,39.2,1.6,599,18.6,2014,2018,4 year June,10,2018-19,79.5,1995,Common Core Algebra,59,51.8,56,94.9,0,0.0
Bronx,SWD,36.5,3.7,583,18.7,2013,2017,4 year June,9,2017-18,77.8,2234,Common Core Algebra,58,52.9,44,75.9,0,0.0
Bronx,SWD,36.9,1.5,557,18.5,2012,2016,4 year June,9,2016-17,77.7,2343,Common Core Algebra,47,54.5,42,89.4,0,0.0
Bronx,SWD,64.5,8.1,477,15.9,2018,2023,5 year August,10,2023-24,80.7,1888,Common Core Algebra,33,48.5,29,87.9,0,0.0
Bronx,SWD,59.7,7.6,563,17.7,2017,2022,5 year August,10,2022-23,80.2,1964,Common Core Algebra,36,45.8,32,88.9,0,0.0
Bronx,SWD,58.4,4.5,584,19.2,2016,2021,5 year August,10,2021-22,76.3,2230,Common Core Algebra,22,46.9,21,95.5,0,0.0
Bronx,SWD,52.4,1.7,786,23.8,2015,2020,5 year August,10,2020-21,78.5,1911,Common Core Algebra,29,49.1,28,96.6,0,0.0
Bronx,SWD,49.2,1.3,891,27.9,2014,2019,5 year August,10,2019-20,81.0,1748,Common Core Algebra,65,51.0,54,83.1,0,0.0
Bronx,SWD,46.7,2.9,804,25.8,2013,2018,5 year August,10,2018-19,79.5,1995,Common Core Algebra,59,51.8,56,94.9,0,0.0
Bronx,SWD,45.2,1.2,752,24.8,2012,2017,5 year August,9,2017-18,77.8,2234,Common Core Algebra,58,52.9,44,75.9,0,0.0
Bronx,SWD,64.1,8.1,478,15.9,2018,2023,5 year June,10,2023-24,80.7,1888,Common Core Algebra,33,48.5,29,87.9,0,0.0
Bronx,SWD,59.3,7.7,570,17.9,2017,2022,5 year June,10,2022-23,80.2,1964,Common Core Algebra,36,45.8,32,88.9,0,0.0
Bronx,SWD,57.8,4.6,586,19.3,2016,2021,5 year June,10,2021-22,76.3,2230,Common Core Algebra,22,46.9,21,95.5,0,0.0
Bronx,SWD,51.7,1.8,795,24.1,2015,2020,5 year June,10,2020-21,78.5,1911,Common Core Algebra,29,49.1,28,96.6,0,0.0
Bronx,SWD,48.5,1.3,897,28.1,2014,2019,5 year June,10,2019-20,81.0,1748,Common Core Algebra,65,51.0,54,83.1,0,0.0
Bronx,SWD,45.9,2.9,804,25.8,2013,2018,5 year June,10,2018-19,79.5,1995,Common Core Algebra,59,51.8,56,94.9,0,0.0
Bronx,SWD,44.3,1.3,752,24.8,2012,2017,5 year June,9,2017-18,77.8,2234,Common Core Algebra,58,52.9,44,75.9,0,0.0
Bronx,SWD,62.1,7.4,581,18.5,2017,2023,6 year June,10,2023-24,80.7,1888,Common Core Algebra,33,48.5,29,87.9,0,0.0
Bronx,SWD,60.8,4.4,662,22.1,2016,2022,6 year June,10,2022-23,80.2,1964,Common Core Algebra,36,45.8,32,88.9,0,0.0
Bronx,SWD,55.3,1.7,812,24.7,2015,2021,6 year June,10,2021-22,76.3,2230,Common Core Algebra,22,46.9,21,95.5,0,0.0
Bronx,SWD,51.9,1.3,902,28.4,2014,2020,6 year June,10,2020-21,78.5,1911,Common Core Algebra,29,49.1,28,96.6,0,0.0
Bronx,SWD,49.8,2.7,903,29.3,2013,2019,6 year June,10,2019-20,81.0,1748,Common Core Algebra,65,51.0,54,83.1,0,0.0
Bronx,SWD,48.4,1.2,829,27.5,2012,2018,6 year June,10,2018-19,79.5,1995,Common Core Algebra,59,51.8,56,94.9,0,0.0
Brooklyn,SWD,63.7,6.2,307,8.1,2019,2023,4 year August,10,2023-24,80.6,2330,Common Core Algebra,6,51.0,5,83.3,0,0.0
Brooklyn,SWD,62.2,10.3,276,7.3,2018,2022,4 year August,10,2022-23,79.7,2495,Common Core Algebra,8,42.9,7,87.5,0,0.0
Brooklyn,SWD,59.9,12.0,247,6.3,2017,2021,4 year August,10,2021-22,76.9,2702,Common Core Algebra,18,50.0,13,72.2,0,0.0
Brooklyn,SWD,55.1,8.4,297,8.1,2016,2020,4 year August,10,2020-21,74.9,2634,Common Core Algebra,15,50.5,15,100.0,0,0.0
Brooklyn,SWD,52.7,2.5,436,11.5,2015,2019,4 year August,10,2019-20,81.5,2174,Common Core Algebra,27,49.3,26,96.3,0,0.0
Brooklyn,SWD,50.5,3.4,445,11.8,2014,2018,4 year August,10,2018-19,80.5,2264,Common Core Algebra,28,52.5,24,85.7,0,0.0
Brooklyn,SWD,46.7,2.8,455,12.7,2013,2017,4 year August,9,2017-18,80.6,2142,Common Core Algebra,36,51.4,33,91.7,0,0.0
Brooklyn,SWD,44.6,2.9,471,12.8,2012,2016,4 year August,9,2016-17,81.6,2040,Common Core Algebra,39,54.5,32,82.1,0,0.0
Brooklyn,SWD,59.6,6.6,309,8.1,2019,2023,4 year June,10,2023-24,80.6,2330,Common Core Algebra,6,51.0,5,83.3,0,0.0
Brooklyn,SWD,58.7,10.8,281,7.4,2018,2022,4 year June,10,2022-23,79.7,2495,Common Core Algebra,8,42.9,7,87.5,0,0.0
Brooklyn,SWD,56.4,12.7,249,6.4,2017,2021,4 year June,10,2021-22,76.9,2702,Common Core Algebra,18,50.0,13,72.2,0,0.0
Brooklyn,SWD,52.3,8.7,299,8.1,2016,2020,4 year June,10,2020-21,74.9,2634,Common Core Algebra,15,50.5,15,100.0,0,0.0
Brooklyn,SWD,48.9,2.7,441,11.7,2015,2019,4 year June,10,2019-20,81.5,2174,Common Core Algebra,27,49.3,26,96.3,0,0.0
Brooklyn,SWD,46.8,3.6,445,11.8,2014,2018,4 year June,10,2018-19,80.5,2264,Common Core Algebra,28,52.5,24,85.7,0,0.0
Brooklyn,SWD,42.8,2.9,455,12.7,2013,2017,4 year June,9,2017-18,80.6,2142,Common Core Algebra,36,51.4,33,91.7,0,0.0
Brooklyn,SWD,40.8,3.2,471,12.8,2012,2016,4 year June,9,2016-17,81.6,2040,Common Core Algebra,39,54.5,32,82.1,0,0.0
Brooklyn,SWD,69.2,9.5,439,11.8,2018,2023,5 year August,10,2023-24,80.6,2330,Common Core Algebra,6,51.0,5,83.3,0,0.0
Brooklyn,SWD,66.6,11.8,422,11.7,2017,2022,5 year August,10,2022-23,79.7,2495,Common Core Algebra,8,42.9,7,87.5,0,0.0
Brooklyn,SWD,63.3,7.6,447,12.2,2016,2021,5 year August,10,2021-22,76.9,2702,Common Core Algebra,18,50.0,13,72.2,0,0.0
Brooklyn,SWD,60.1,2.2,552,14.7,2015,2020,5 year August,10,2020-21,74.9,2634,Common Core Algebra,15,50.5,15,100.0,0,0.0
Brooklyn,SWD,57.8,2.9,688,18.4,2014,2019,5 year August,10,2019-20,81.5,2174,Common Core Algebra,27,49.3,26,96.3,0,0.0
Brooklyn,SWD,55.4,2.5,635,17.9,2013,2018,5 year August,10,2018-19,80.5,2264,Common Core Algebra,28,52.5,24,85.7,0,0.0
Brooklyn,SWD,52.0,2.5,675,18.2,2012,2017,5 year August,9,2017-18,80.6,2142,Common Core Algebra,36,51.4,33,91.7,0,0.0
Brooklyn,SWD,68.3,9.6,447,12.0,2018,2023,5 year June,10,2023-24,80.6,2330,Common Core Algebra,6,51.0,5,83.3,0,0.0
Brooklyn,SWD,65.9,11.9,425,11.8,2017,2022,5 year June,10,2022-23,79.7,2495,Common Core Algebra,8,42.9,7,87.5,0,0.0
Brooklyn,SWD,62.2,7.8,450,12.3,2016,2021,5 year June,10,2021-22,76.9,2702,Common Core Algebra,18,50.0,13,72.2,0,0.0
Brooklyn,SWD,59.2,2.2,559,14.9,2015,2020,5 year June,10,2020-21,74.9,2634,Common Core Algebra,15,50.5,15,100.0,0,0.0
Brooklyn,SWD,56.4,3.0,698,18.6,2014,2019,5 year June,10,2019-20,81.5,2174,Common Core Algebra,27,49.3,26,96.3,0,0.0
Brooklyn,SWD,54.3,2.5,636,18.0,2013,2018,5 year June,10,2018-19,80.5,2264,Common Core Algebra,28,52.5,24,85.7,0,0.0
Brooklyn,SWD,50.6,2.6,675,18.2,2012,2017,5 year June,9,2017-18,80.6,2142,Common Core Algebra,36,51.4,33,91.7,0,0.0
Brooklyn,SWD,68.5,11.5,524,14.7,2017,2023,6 year June,10,2023-24,80.6,2330,Common Core Algebra,6,51.0,5,83.3,0,0.0
Brooklyn,SWD,66.5,7.4,553,15.3,2016,2022,6 year June,10,2022-23,79.7,2495,Common Core Algebra,8,42.9,7,87.5,0,0.0
Brooklyn,SWD,63.5,2.1,612,16.4,2015,2021,6 year June,10,2021-22,76.9,2702,Common Core Algebra,18,50.0,13,72.2,0,0.0
Brooklyn,SWD,60.8,2.8,717,19.3,2014,2020,6 year June,10,2020-21,74.9,2634,Common Core Algebra,15,50.5,15,100.0,0,0.0
Brooklyn,SWD,59.4,2.3,719,20.4,2013,2019,6 year June,10,2019-20,81.5,2174,Common Core Algebra,27,49.3,26,96.3,0,0.0
Brooklyn,SWD,55.3,2.4,740,20.1,2012,2018,6 year June,10,2018-19,80.5,2264,Common Core Algebra,28,52.5,24,85.7,0,0.0
Manhattan,SWD,68.8,10.0,203,7.2,2019,2023,4 year August,10,2023-24,80.3,1683,Common Core Algebra,19,55.4,15,78.9,0,0.0
Manhattan,SWD,66.7,18.5,184,6.7,2018,2022,4 year August,10,2022-23,80.5,1692,Common Core Algebra,21,47.6,20,95.2,0,0.0
Manhattan,SWD,65.2,17.8,202,7.2,2017,2021,4 year August,10,2021-22,77.9,1812,Common Core Algebra,11,48.6,10,90.9,0,0.0
Manhattan,SWD,58.3,12.8,209,7.5,2016,2020,4 year August,10,2020-21,77.5,1664,Common Core Algebra,13,57.8,9,69.2,0,0.0
Manhattan,SWD,55.6,5.6,291,11.4,2015,2019,4 year August,10,2019-20,82.6,1372,Common Core Algebra,30,63.4,15,50.0,3,10.0
Manhattan,SWD,52.1,5.0,291,11.1,2014,2018,4 year August,10,2018-19,83.0,1377,Common Core Algebra,9,59.9,4,44.4,0,0.0
Manhattan,SWD,48.8,5.2,312,12.4,2013,2017,4 year August,9,2017-18,83.6,1382,Common Core Algebra,14,63.5,6,42.9,0,0.0
Manhattan,SWD,47.2,4.7,328,13.4,2012,2016,4 year August,9,2016-17,83.4,1360,Common Core Algebra,20,59.5,13,65.0,0,0.0
Manhattan,SWD,65.8,10.4,206,7.3,2019,2023,4 year June,10,2023-24,80.3,1683,Common Core Algebra,19,55.4,15,78.9,0,0.0
Manhattan,SWD,63.8,19.3,185,6.8,2018,2022,4 year June,10,2022-23,80.5,1692,Common Core Algebra,21,47.6,20,95.2,0,0.0
Manhattan,SWD,61.9,18.6,202,7.2,2017,2021,4 year June,10,2021-22,77.9,1812,Common Core Algebra,11,48.6,10,90.9,0,0.0
Manhattan,SWD,56.0,13.3,211,7.6,2016,2020,4 year June,10,2020-21,77.5,1664,Common Core Algebra,13,57.8,9,69.2,0,0.0
Manhattan,SWD,52.0,5.9,292,11.4,2015,2019,4 year June,10,2019-20,82.6,1372,Common Core Algebra,30,63.4,15,50.0,3,10.0
Manhattan,SWD,49.2,5.1,291,11.1,2014,2018,4 year June,10,2018-19,83.0,1377,Common Core Algebra,9,59.9,4,44.4,0,0.0
Manhattan,SWD,45.3,5.3,312,12.4,2013,2017,4 year June,9,2017-18,83.6,1382,Common Core Algebra,14,63.5,6,42.9,0,0.0
Manhattan,SWD,43.6,5.0,328,13.4,2012,2016,4 year June,9,2016-17,83.4,1360,Common Core Algebra,20,59.5,13,65.0,0,0.0
Manhattan,SWD,72.2,17.4,275,10.2,2018,2023,5 year August,10,2023-24,80.3,1683,Common Core Algebra,19,55.4,15,78.9,0,0.0
Manhattan,SWD,70.0,17.0,341,12.5,2017,2022,5 year August,10,2022-23,80.5,1692,Common Core Algebra,21,47.6,20,95.2,0,0.0
Manhattan,SWD,66.9,11.4,345,12.5,2016,2021,5 year August,10,2021-22,77.9,1812,Common Core Algebra,11,48.6,10,90.9,0,0.0
Manhattan,SWD,62.2,4.9,364,14.0,2015,2020,5 year August,10,2020-21,77.5,1664,Common Core Algebra,13,57.8,9,69.2,0,0.0
Manhattan,SWD,59.6,4.3,454,17.2,2014,2019,5 year August,10,2019-20,82.6,1372,Common Core Algebra,30,63.4,15,50.0,3,10.0
Manhattan,SWD,55.4,4.6,474,18.6,2013,2018,5 year August,10,2018-19,83.0,1377,Common Core Algebra,9,59.9,4,44.4,0,0.0
Manhattan,SWD,53.7,4.1,469,19.0,2012,2017,5 year August,9,2017-18,83.6,1382,Common Core Algebra,14,63.5,6,42.9,0,0.0
Manhattan,SWD,71.6,17.6,280,10.4,2018,2023,5 year June,10,2023-24,80.3,1683,Common Core Algebra,19,55.4,15,78.9,0,0.0
Manhattan,SWD,69.2,17.2,343,12.6,2017,2022,5 year June,10,2022-23,80.5,1692,Common Core Algebra,21,47.6,20,95.2,0,0.0
Manhattan,SWD,65.9,11.6,346,12.5,2016,2021,5 year June,10,2021-22,77.9,1812,Common Core Algebra,11,48.6,10,90.9,0,0.0
Manhattan,SWD,61.6,4.9,372,14.3,2015,2020,5 year June,10,2020-21,77.5,1664,Common Core Algebra,13,57.8,9,69.2,0,0.0
Manhattan,SWD,58.3,4.4,463,17.6,2014,2019,5 year June,10,2019-20,82.6,1372,Common Core Algebra,30,63.4,15,50.0,3,10.0
Manhattan,SWD,54.3,4.7,474,18.6,2013,2018,5 year June,10,2018-19,83.0,1377,Common Core Algebra,9,59.9,4,44.4,0,0.0
Manhattan,SWD,53.0,4.1,469,19.0,2012,2017,5 year June,9,2017-18,83.6,1382,Common Core Algebra,14,63.5,6,42.9,0,0.0
Manhattan,SWD,71.3,16.7,386,14.2,2017,2023,6 year June,10,2023-24,80.3,1683,Common Core Algebra,19,55.4,15,78.9,0,0.0
Manhattan,SWD,69.4,11.1,438,16.0,2016,2022,6 year June,10,2022-23,80.5,1692,Common Core Algebra,21,47.6,20,95.2,0,0.0
Manhattan,SWD,65.9,4.7,416,16.1,2015,2021,6 year June,10,2021-22,77.9,1812,Common Core Algebra,11,48.6,10,90.9,0,0.0
Manhattan,SWD,63.0,4.1,479,18.2,2014,2020,6 year June,10,2020-21,77.5,1664,Common Core Algebra,13,57.8,9,69.2,0,0.0
Manhattan,SWD,58.9,4.5,553,21.7,2013,2019,6 year June,10,2019-20,82.6,1372,Common Core Algebra,30,63.4,15,50.0,3,10.0
Manhattan,SWD,56.9,3.8,526,21.3,2012,2018,6 year June,10,2018-19,83.0,1377,Common Core Algebra,9,59.9,4,44.4,0,0.0
Queens,SWD,69.4,9.9,154,4.9,2019,2023,4 year August,10,2023-24,83.4,1727,Common Core Algebra,33,63.8,12,36.4,2,6.1
Queens,SWD,68.3,18.4,179,5.4,2018,2022,4 year August,10,2022-23,83.0,1718,Common Core Algebra,16,71.1,4,25.0,5,31.3
Queens,SWD,66.3,23.6,180,5.6,2017,2021,4 year August,10,2021-22,81.3,1837,Common Core English,10,76.9,2,20.0,4,40.0
Queens,SWD,60.0,13.8,243,7.9,2016,2020,4 year August,10,2020-21,81.3,1617,Common Core Algebra,7,51.4,6,85.7,0,0.0
Queens,SWD,55.8,5.0,361,11.7,2015,2019,4 year August,10,2019-20,85.8,1326,Common Core Algebra,6,45.3,6,100.0,0,0.0
Queens,SWD,55.5,4.8,309,10.1,2014,2018,4 year August,10,2018-19,84.2,1424,Common Core Algebra,24,65.8,9,37.5,3,12.5
Queens,SWD,50.2,4.0,329,11.5,2013,2017,4 year August,9,2017-18,84.6,1807,Common Core Algebra,33,73.5,6,18.2,14,42.4
Queens,SWD,48.7,4.1,381,13.3,2012,2016,4 year August,9,2016-17,84.4,1700,Algebra2/Trigonometry,7,54.6,5,71.4,1,14.3
Queens,SWD,65.6,10.5,155,4.9,2019,2023,4 year June,10,2023-24,83.4,1727,Common Core Algebra,33,63.8,12,36.4,2,6.1
Queens,SWD,64.6,19.5,180,5.5,2018,2022,4 year June,10,2022-23,83.0,1718,Common Core Algebra,16,71.1,4,25.0,5,31.3
Queens,SWD,61.6,24.5,180,5.6,2017,2021,4 year June,10,2021-22,81.3,1837,Common Core English,10,76.9,2,20.0,4,40.0
Queens,SWD,58.0,14.2,243,7.9,2016,2020,4 year June,10,2020-21,81.3,1617,Common Core Algebra,7,51.4,6,85.7,0,0.0
Queens,SWD,52.2,5.3,364,11.8,2015,2019,4 year June,10,2019-20,85.8,1326,Common Core Algebra,6,45.3,6,100.0,0,0.0
Queens,SWD,51.9,5.1,309,10.1,2014,2018,4 year June,10,2018-19,84.2,1424,Common Core Algebra,24,65.8,9,37.5,3,12.5
Queens,SWD,47.1,4.2,329,11.5,2013,2017,4 year June,9,2017-18,84.6,1807,Common Core Algebra,33,73.5,6,18.2,14,42.4
Queens,SWD,45.0,4.3,381,13.3,2012,2016,4 year June,9,2016-17,84.4,1700,Algebra2/Trigonometry,7,54.6,5,71.4,1,14.3
Queens,SWD,72.3,17.7,291,9.0,2018,2023,5 year August,10,2023-24,83.4,1727,Common Core Algebra,33,63.8,12,36.4,2,6.1
Queens,SWD,70.8,22.7,294,9.5,2017,2022,5 year August,10,2022-23,83.0,1718,Common Core Algebra,16,71.1,4,25.0,5,31.3
Queens,SWD,66.5,13.0,348,11.4,2016,2021,5 year August,10,2021-22,81.3,1837,Common Core English,10,76.9,2,20.0,4,40.0
Queens,SWD,62.0,4.6,473,15.3,2015,2020,5 year August,10,2020-21,81.3,1617,Common Core Algebra,7,51.4,6,85.7,0,0.0
Queens,SWD,60.2,4.3,522,17.2,2014,2019,5 year August,10,2019-20,85.8,1326,Common Core Algebra,6,45.3,6,100.0,0,0.0
Queens,SWD,56.9,3.6,464,16.3,2013,2018,5 year August,10,2018-19,84.2,1424,Common Core Algebra,24,65.8,9,37.5,3,12.5
Queens,SWD,53.3,3.7,491,17.1,2012,2017,5 year August,9,2017-18,84.6,1807,Common Core Algebra,33,73.5,6,18.2,14,42.4
Queens,SWD,71.8,17.8,297,9.2,2018,2023,5 year June,10,2023-24,83.4,1727,Common Core Algebra,33,63.8,12,36.4,2,6.1
Queens,SWD,70.2,22.9,300,9.7,2017,2022,5 year June,10,2022-23,83.0,1718,Common Core Algebra,16,71.1,4,25.0,5,31.3
Queens,SWD,65.7,13.1,350,11.5,2016,2021,5 year June,10,2021-22,81.3,1837,Common Core English,10,76.9,2,20.0,4,40.0
Queens,SWD,61.2,4.7,478,15.5,2015,2020,5 year June,10,2020-21,81.3,1617,Common Core Algebra,7,51.4,6,85.7,0,0.0
Queens,SWD,59.4,4.3,531,17.5,2014,2019,5 year June,10,2019-20,85.8,1326,Common Core Algebra,6,45.3,6,100.0,0,0.0
Queens,SWD,55.6,3.7,465,16.4,2013,2018,5 year June,10,2018-19,84.2,1424,Common Core Algebra,24,65.8,9,37.5,3,12.5
Queens,SWD,52.4,3.7,492,17.1,2012,2017,5 year June,9,2017-18,84.6,1807,Common Core Algebra,33,73.5,6,18.2,14,42.4
Queens,SWD,72.1,22.5,340,11.1,2017,2023,6 year June,10,2023-24,83.4,1727,Common Core Algebra,33,63.8,12,36.4,2,6.1
Queens,SWD,68.3,12.7,391,12.9,2016,2022,6 year June,10,2022-23,83.0,1718,Common Core Algebra,16,71.1,4,25.0,5,31.3
Queens,SWD,64.3,4.5,502,16.4,2015,2021,6 year June,10,2021-22,81.3,1837,Common Core English,10,76.9,2,20.0,4,40.0
Queens,SWD,62.7,4.1,524,17.4,2014,2020,6 year June,10,2020-21,81.3,1617,Common Core Algebra,7,51.4,6,85.7,0,0.0
Queens,SWD,59.1,3.6,529,18.8,2013,2019,6 year June,10,2019-20,85.8,1326,Common Core Algebra,6,45.3,6,100.0,0,0.0
Queens,SWD,56.0,3.5,534,18.8,2012,2018,6 year June,10,2018-19,84.2,1424,Common Core Algebra,24,65.8,9,37.5,3,12.5
Staten Island,SWD,69.0,9.3,74,6.7,2019,2023,4 year August,10,2023-24,84.1,555,Common Core Algebra,34,66.9,11,32.4,7,20.6
Staten Island,SWD,68.7,24.9,76,7.1,2018,2022,4 year August,10,2022-23,84.4,588,Common Core Algebra,31,58.5,21,67.7,5,16.1
Staten Island,SWD,68.8,20.8,71,6.4,2017,2021,4 year August,10,2021-22,80.5,664,Physical Settings/Earth Science,7,50.9,5,71.4,1,14.3
Staten Island,SWD,63.4,9.6,76,7.6,2016,2020,4 year August,10,2020-21,75.9,637,Common Core English,15,84.4,1,6.7,11,73.3
Staten Island,SWD,58.9,3.7,81,8.5,2015,2019,4 year August,10,2019-20,85.1,479,Common Core Algebra,25,76.5,4,16.0,14,56.0
Staten Island,SWD,54.1,4.1,109,11.1,2014,2018,4 year August,10,2018-19,84.0,518,Common Core Algebra,24,68.5,7,29.2,4,16.7
Staten Island,SWD,53.8,4.0,123,12.7,2013,2017,4 year August,9,2017-18,87.1,507,Common Core Algebra,27,72.3,6,22.2,9,33.3
Staten Island,SWD,51.0,4.5,128,13.9,2012,2016,4 year August,9,2016-17,84.4,581,Common Core Algebra,22,71.7,4,18.2,4,18.2
Staten Island,SWD,66.5,9.6,75,6.8,2019,2023,4 year June,10,2023-24,84.1,555,Common Core Algebra,34,66.9,11,32.4,7,20.6
Staten Island,SWD,66.2,25.6,77,7.2,2018,2022,4 year June,10,2022-23,84.4,588,Common Core Algebra,31,58.5,21,67.7,5,16.1
Staten Island,SWD,65.0,21.6,72,6.5,2017,2021,4 year June,10,2021-22,80.5,664,Physical Settings/Earth Science,7,50.9,5,71.4,1,14.3
Staten Island,SWD,61.4,9.7,76,7.6,2016,2020,4 year June,10,2020-21,75.9,637,Common Core English,15,84.4,1,6.7,11,73.3
Staten Island,SWD,56.4,3.9,81,8.5,2015,2019,4 year June,10,2019-20,85.1,479,Common Core Algebra,25,76.5,4,16.0,14,56.0
Staten Island,SWD,51.4,4.3,109,11.1,2014,2018,4 year June,10,2018-19,84.0,518,Common Core Algebra,24,68.5,7,29.2,4,16.7
Staten Island,SWD,51.2,4.3,123,12.7,2013,2017,4 year June,9,2017-18,87.1,507,Common Core Algebra,27,72.3,6,22.2,9,33.3
Staten Island,SWD,47.9,4.8,128,13.9,2012,2016,4 year June,9,2016-17,84.4,581,Common Core Algebra,22,71.7,4,18.2,4,18.2
Staten Island,SWD,72.8,23.6,109,10.3,2018,2023,5 year August,10,2023-24,84.1,555,Common Core Algebra,34,66.9,11,32.4,7,20.6
Staten Island,SWD,74.3,19.8,122,11.3,2017,2022,5 year August,10,2022-23,84.4,588,Common Core Algebra,31,58.5,21,67.7,5,16.1
Staten Island,SWD,70.8,8.6,117,11.7,2016,2021,5 year August,10,2021-22,80.5,664,Physical Settings/Earth Science,7,50.9,5,71.4,1,14.3
Staten Island,SWD,65.5,3.5,108,11.4,2015,2020,5 year August,10,2020-21,75.9,637,Common Core English,15,84.4,1,6.7,11,73.3
Staten Island,SWD,59.7,3.8,172,17.6,2014,2019,5 year August,10,2019-20,85.1,479,Common Core Algebra,25,76.5,4,16.0,14,56.0
Staten Island,SWD,59.6,3.7,161,16.7,2013,2018,5 year August,10,2018-19,84.0,518,Common Core Algebra,24,68.5,7,29.2,4,16.7
Staten Island,SWD,58.1,3.9,166,18.1,2012,2017,5 year August,9,2017-18,87.1,507,Common Core Algebra,27,72.3,6,22.2,9,33.3
Staten Island,SWD,72.2,23.9,109,10.3,2018,2023,5 year June,10,2023-24,84.1,555,Common Core Algebra,34,66.9,11,32.4,7,20.6
Staten Island,SWD,73.9,19.9,122,11.3,2017,2022,5 year June,10,2022-23,84.4,588,Common Core Algebra,31,58.5,21,67.7,5,16.1
Staten Island,SWD,69.8,8.8,117,11.7,2016,2021,5 year June,10,2021-22,80.5,664,Physical Settings/Earth Science,7,50.9,5,71.4,1,14.3
Staten Island,SWD,64.5,3.6,110,11.6,2015,2020,5 year June,10,2020-21,75.9,637,Common Core English,15,84.4,1,6.7,11,73.3
Staten Island,SWD,59.2,3.8,173,17.7,2014,2019,5 year June,10,2019-20,85.1,479,Common Core Algebra,25,76.5,4,16.0,14,56.0
Staten Island,SWD,59.0,3.7,161,16.7,2013,2018,5 year June,10,2018-19,84.0,518,Common Core Algebra,24,68.5,7,29.2,4,16.7
Staten Island,SWD,57.9,4.0,166,18.1,2012,2017,5 year June,9,2017-18,87.1,507,Common Core Algebra,27,72.3,6,22.2,9,33.3
Staten Island,SWD,75.9,19.5,133,12.4,2017,2023,6 year June,10,2023-24,84.1,555,Common Core Algebra,34,66.9,11,32.4,7,20.6
Staten Island,SWD,72.6,8.4,132,13.2,2016,2022,6 year June,10,2022-23,84.4,588,Common Core Algebra,31,58.5,21,67.7,5,16.1
Staten Island,SWD,67.9,3.4,130,13.7,2015,2021,6 year June,10,2021-22,80.5,664,Physical Settings/Earth Science,7,50.9,5,71.4,1,14.3
Staten Island,SWD,62.7,3.6,171,17.5,2014,2020,6 year June,10,2020-21,75.9,637,Common Core English,15,84.4,1,6.7,11,73.3
Staten Island,SWD,61.7,3.5,180,18.8,2013,2019,6 year June,10,2019-20,85.1,479,Common Core Algebra,25,76.5,4,16.0,14,56.0
Staten Island,SWD,60.7,3.8,171,18.6,2012,2018,6 year June,10,2018-19,84.0,518,Common Core Algebra,24,68.5,7,29.2,4,16.7
Bronx,Asian,95.1,64.0,10,1.1,2019,2023,4 year August,10,2023-24,93.9,132,Common Core English,6,84.0,0,0.0,5,83.3
Bronx,Asian,94.3,66.2,20,2.1,2018,2022,4 year August,10,2022-23,92.9,179,Common Core Algebra,6,69.0,2,33.3,1,16.7
Bronx,Asian,93.2,70.3,16,1.6,2017,2021,4 year August,10,2021-22,92.8,185,Common Core English,6,92.3,0,0.0,6,100.0
Bronx,Asian,93.0,68.5,21,2.2,2016,2020,4 year August,10,2020-21,94.2,131,Common Core Algebra,13,55.1,9,69.2,0,0.0
Bronx,Asian,92.4,62.3,25,2.5,2015,2019,4 year August,10,2019-20,94.0,151,Common Core English,7,66.6,3,42.9,2,28.6
Bronx,Asian,89.5,64.9,29,3.0,2014,2018,4 year August,10,2018-19,93.7,180,Common Core English,6,82.7,0,0.0,3,50.0
Bronx,Asian,90.7,66.5,23,2.6,2013,2017,4 year August,9,2017-18,91.4,84,Common Core English,6,61.7,4,66.7,0,0.0
Bronx,Asian,89.3,62.0,31,3.2,2012,2016,4 year August,9,2016-17,91.6,70,Common Core English,7,52.1,4,57.1,0,0.0
Bronx,Asian,93.9,64.6,11,1.2,2019,2023,4 year June,10,2023-24,93.9,132,Common Core English,6,84.0,0,0.0,5,83.3
Bronx,Asian,93.5,66.7,20,2.1,2018,2022,4 year June,10,2022-23,92.9,179,Common Core Algebra,6,69.0,2,33.3,1,16.7
Bronx,Asian,92.0,71.0,16,1.6,2017,2021,4 year June,10,2021-22,92.8,185,Common Core English,6,92.3,0,0.0,6,100.0
Bronx,Asian,92.2,69.2,22,2.3,2016,2020,4 year June,10,2020-21,94.2,131,Common Core Algebra,13,55.1,9,69.2,0,0.0
Bronx,Asian,91.1,63.1,25,2.5,2015,2019,4 year June,10,2019-20,94.0,151,Common Core English,7,66.6,3,42.9,2,28.6
Bronx,Asian,87.7,66.2,29,3.0,2014,2018,4 year June,10,2018-19,93.7,180,Common Core English,6,82.7,0,0.0,3,50.0
